Ramp	Date	Time	RedTime	FieldRate	ComputedRate	Mode
3B4	3/22/2000	5:37:30 PM	18	6	6	Z
3B4	3/22/2000	5:38:00 PM	13.9	5	5	Z
3B4	3/22/2000	5:38:30 PM	8.1	3	3	Z
3B4	3/22/2000	5:39:00 PM	8.1	3	3	Z
3B4	3/22/2000	5:39:30 PM	10.3	4	4	Z
3B4	3/22/2000	5:40:00 PM	8.1	3	3	Z
3B4	3/22/2000	5:40:30 PM	10.3	4	4	Z
3B4	3/22/2000	5:41:00 PM	10.3	4	4	C
3B4	3/22/2000	5:41:30 PM	10.3	4	4	C
3B4	3/22/2000	5:42:00 PM	18	6	6	Z
3B4	3/22/2000	5:42:30 PM	13.9	5	5	Z
3B4	3/22/2000	5:43:00 PM	10.3	4	4	C
3B4	3/22/2000	5:43:30 PM	10.3	4	4	C
3B4	3/22/2000	5:44:00 PM	8.1	3	3	Z
3B4	3/22/2000	5:44:30 PM	18	6	6	Z
3B4	3/22/2000	5:45:00 PM	13.9	5	5	Z
3B4	3/22/2000	5:45:30 PM	8.1	3	3	Z
3B4	3/22/2000	5:46:00 PM	8.1	3	3	C
3B4	3/22/2000	5:46:30 PM	10.3	4	4	C
3B4	3/22/2000	5:47:00 PM	10.3	4	4	C
3B4	3/22/2000	5:47:30 PM	13.9	5	5	C
3B4	3/22/2000	5:48:00 PM	10.3	4	4	C
3B4	3/22/2000	5:48:30 PM	8.1	3	3	C
3B4	3/22/2000	5:49:00 PM	8.1	3	3	C
3B4	3/22/2000	5:49:30 PM	10.3	4	4	C
3B4	3/22/2000	5:50:00 PM	10.3	4	4	Z
3B4	3/22/2000	5:50:30 PM	8.1	3	3	Z
3B4	3/22/2000	5:51:00 PM	8.1	3	3	Z
3B4	3/22/2000	5:51:30 PM	8.1	3	3	Z
3B4	3/22/2000	5:52:00 PM	6.5	2	2	Z
3B4	3/22/2000	5:52:30 PM	8.1	3	3	Z
3B4	3/22/2000	5:53:00 PM	8.1	3	3	C
3B4	3/22/2000	5:53:30 PM	8.1	3	3	C
3B4	3/22/2000	5:54:00 PM	10.3	4	4	Z
3B4	3/22/2000	5:54:30 PM	13.9	5	5	Z
3B4	3/22/2000	5:55:00 PM	13.9	5	5	Z
3B4	3/22/2000	5:55:30 PM	8.1	3	3	Z
3B4	3/22/2000	5:56:00 PM	5.4	1	1	Z
3B4	3/22/2000	5:56:30 PM	5.4	1	1	Z
3B4	3/22/2000	5:57:00 PM	5.4	1	1	Z
3B4	3/22/2000	5:57:30 PM	8.1	3	3	C
3B4	3/22/2000	5:58:00 PM	5.4	1	2	D
3B4	3/22/2000	5:58:30 PM	5.4	1	2	D
3B4	3/22/2000	5:59:00 PM	5.4	1	3	D
3B4	3/22/2000	5:59:30 PM	5.4	1	2	D
3B4	3/22/2000	6:00:00 PM	5.4	1	4	D
3B4	3/22/2000	6:00:30 PM	5.4	1	3	D
3B4	3/22/2000	6:01:00 PM	5.4	1	1	D
3B4	3/22/2000	6:01:30 PM	5.4	1	1	D
3B4	3/22/2000	6:02:00 PM	5.4	1	1	F
3B4	3/22/2000	6:02:30 PM		7	1	F
3B4	3/22/2000	6:03:00 PM		7	2	F
3B4	3/22/2000	6:03:30 PM		7	1	F
3B4	3/22/2000	6:04:00 PM		7	2	F
3B4	3/22/2000	6:04:30 PM		7	3	F
3B4	3/22/2000	6:05:00 PM		7	1	F
3B4	3/22/2000	6:05:30 PM		7	2	F
3B4	3/22/2000	6:06:00 PM		7	1	F
3B4	3/22/2000	6:06:30 PM		7	3	F
3B4	3/22/2000	6:07:00 PM		7	4	F
3B4	3/22/2000	6:07:30 PM		7	1	F
3B4	3/22/2000	6:08:00 PM		7	1	F
3B4	3/22/2000	6:08:30 PM		7	1	F
3B4	3/22/2000	6:09:00 PM		7	2	F
3B4	3/22/2000	6:09:30 PM		7	2	F
3B4	3/22/2000	6:10:00 PM		7	1	F
3B4	3/22/2000	6:10:30 PM		7	2	F
3B4	3/22/2000	6:11:00 PM		7	4	F
3B4	3/22/2000	6:11:30 PM		7	4	F
3B4	3/22/2000	6:12:00 PM		7	2	F
3B4	3/22/2000	6:12:30 PM		7	1	F
3B4	3/22/2000	6:13:00 PM		7	1	F
3B4	3/22/2000	6:13:30 PM		7	3	F
3B4	3/22/2000	6:14:00 PM		7	3	F
3B4	3/22/2000	6:14:30 PM		7	4	F
3B4	3/22/2000	6:15:00 PM		7	3	F
3B4	3/22/2000	6:15:30 PM		7	3	F
3B4	3/22/2000	6:16:00 PM		7	1	F
3B4	3/22/2000	6:16:30 PM		7	4	F
3B4	3/22/2000	6:17:00 PM		7	3	F
3B4	3/22/2000	6:17:30 PM		7	3	F
3B4	3/22/2000	6:18:00 PM		7	3	F
3B4	3/22/2000	6:18:30 PM		7	2	F
3B4	3/22/2000	6:19:00 PM		7	1	F
3B4	3/22/2000	6:19:30 PM		7	3	F
3B4	3/22/2000	6:20:00 PM		7	2	F
3B4	3/22/2000	6:20:30 PM		7	1	F
3B4	3/22/2000	6:21:00 PM		7	1	F
3B4	3/22/2000	6:21:30 PM		7	1	F
3B4	3/22/2000	6:22:00 PM		7	1	F
3B4	3/22/2000	6:22:30 PM		7	3	F
3B4	3/22/2000	6:23:00 PM		7	1	F
3B4	3/22/2000	6:23:30 PM		7	1	F
3B4	3/22/2000	6:24:00 PM		7	1	F
3B4	3/22/2000	6:24:30 PM		7	1	F
3B4	3/22/2000	6:25:00 PM		7	3	F
3B4	3/22/2000	6:25:30 PM		7	2	F
3B4	3/22/2000	6:26:00 PM		7	1	F
3B4	3/22/2000	6:26:30 PM		7	2	F
3B4	3/22/2000	6:27:00 PM		7	3	F
3B4	3/22/2000	6:27:30 PM		7	1	F
3B4	3/22/2000	6:28:00 PM		7	2	F
3B4	3/22/2000	6:28:30 PM		7	1	F
3B4	3/22/2000	6:29:00 PM		7	1	F
3B4	3/22/2000	6:29:30 PM		7	1	F
3B4	3/22/2000	6:30:00 PM		7	1	F
3B4	3/22/2000	6:30:30 PM		7	1	F
3B4	3/22/2000	6:31:00 PM		7	2	F
3B4	3/22/2000	6:31:30 PM		7	1	F
3B4	3/22/2000	6:32:00 PM		7	1	F
3B4	3/22/2000	6:32:30 PM		7	1	F
3B4	3/22/2000	6:33:00 PM		7	1	F
3B4	3/22/2000	6:33:30 PM		7	1	F
3B4	3/22/2000	6:34:00 PM		7	1	F
3B4	3/22/2000	6:34:30 PM		7	1	F
3B4	3/22/2000	6:35:00 PM		7	1	F
3B4	3/22/2000	6:35:30 PM		7	1	F
3B4	3/22/2000	6:36:00 PM		7	1	F
3B4	3/22/2000	6:36:30 PM		7	1	F
3B4	3/22/2000	6:37:00 PM		7	2	F
3B4	3/22/2000	6:37:30 PM		7	1	F
3B4	3/22/2000	6:38:00 PM		7	1	F
3B4	3/22/2000	6:38:30 PM		7	2	F
3B4	3/22/2000	6:39:00 PM		7	2	F
3B4	3/22/2000	6:39:30 PM		7	1	F
3B4	3/22/2000	6:40:00 PM		7	1	F
3B4	3/22/2000	6:40:30 PM		7	2	F
3B4	3/22/2000	6:41:00 PM		7	1	F
3B4	3/22/2000	6:41:30 PM		7	1	F
3B4	3/22/2000	6:42:00 PM		7	3	F
3B4	3/22/2000	6:42:30 PM		7	1	F
3B4	3/22/2000	6:43:00 PM		7	1	F
3B4	3/22/2000	6:43:30 PM		7	1	F
3B4	3/22/2000	6:44:00 PM		7	1	F
3B4	3/22/2000	6:44:30 PM		7	3	F
3B4	3/22/2000	6:45:00 PM		7	2	F
3B4	3/22/2000	6:45:30 PM		7	1	F
3B4	3/22/2000	6:46:00 PM		7	1	F
3B4	3/22/2000	6:46:30 PM		7	1	F
3B4	3/22/2000	6:47:00 PM		7	1	F
3B4	3/22/2000	6:47:30 PM		7	1	F
3B4	3/22/2000	6:48:00 PM		7	1	F
3B4	3/22/2000	6:48:30 PM		7	1	F
3B4	3/22/2000	6:49:00 PM		7	1	F
3B4	3/22/2000	6:49:30 PM		7	1	F
3B4	3/22/2000	6:50:00 PM		7	1	F
3B4	3/22/2000	6:50:30 PM		7	1	F
3B4	3/22/2000	6:51:00 PM		7	1	F
3B4	3/22/2000	6:51:30 PM		7	1	F
3B4	3/22/2000	6:52:00 PM		7	1	F
3B4	3/22/2000	6:52:30 PM		7	1	F
3B4	3/22/2000	6:53:00 PM		7	1	F
3B4	3/22/2000	6:53:30 PM		7	1	F
3B4	3/22/2000	6:54:00 PM		7	1	F
3B4	3/22/2000	6:54:30 PM		7	1	F
3B4	3/22/2000	6:55:00 PM		7	1	F
3B4	3/22/2000	6:55:30 PM		7	1	F
3B4	3/22/2000	6:56:00 PM		7	1	F
3B4	3/22/2000	6:56:30 PM		7	1	F
3B4	3/22/2000	6:57:00 PM		7	1	F
3B4	3/22/2000	6:57:30 PM		7	1	F
3B4	3/22/2000	6:58:00 PM		7	1	F
3B4	3/22/2000	6:58:30 PM		7	1	F
3B4	3/22/2000	6:59:00 PM		7	1	F
3B4	3/22/2000	6:59:30 PM		7	1	F
3B4	3/22/2000	7:00:00 PM		7	1	F
3B4	3/22/2000	7:00:30 PM		7	1	F
3B4	3/22/2000	7:01:00 PM		7	1	F
3B4	3/22/2000	7:01:30 PM		7	1	F
3B4	3/22/2000	7:02:00 PM		7	1	F
3B4	3/22/2000	7:02:30 PM		7	1	F
3B4	3/22/2000	7:03:00 PM		7	1	F
3B4	3/22/2000	7:03:30 PM		7	1	F
3B4	3/22/2000	7:04:00 PM		7	1	F
3B4	3/22/2000	7:04:30 PM		7	1	F
3B4	3/22/2000	7:05:00 PM		7	1	F
3B4	3/22/2000	7:05:30 PM		7	1	F
3B4	3/22/2000	7:06:00 PM		7	1	F
3B4	3/22/2000	7:06:30 PM		7	1	F
3B4	3/22/2000	7:07:00 PM		7	1	F
3B4	3/22/2000	7:07:30 PM		7	1	F
3B4	3/22/2000	7:08:00 PM		7	1	F
3B4	3/22/2000	7:08:30 PM		7	1	F
3B4	3/22/2000	7:09:00 PM		7	1	F
3B4	3/22/2000	7:09:30 PM		7	1	F
3B4	3/22/2000	7:10:00 PM		7	1	F
3B4	3/22/2000	7:10:30 PM		7	1	F
3B4	3/22/2000	7:11:00 PM		7	1	F
3B4	3/22/2000	7:11:30 PM		7	1	F
3B4	3/22/2000	7:12:00 PM		7	1	F
3B4	3/22/2000	7:12:30 PM		7	1	F
3B4	3/22/2000	7:13:00 PM		7	1	F
3B4	3/22/2000	7:13:30 PM		7	1	F
3B4	3/22/2000	7:14:00 PM		7	1	F
3B4	3/22/2000	7:14:30 PM		7	1	F
3B4	3/22/2000	7:15:00 PM		7	1	F
3B4	3/22/2000	7:15:30 PM		7	1	F
3B4	3/22/2000	7:16:00 PM		7	1	F
3B4	3/22/2000	7:16:30 PM		7	1	F
3B4	3/22/2000	7:17:00 PM		7	1	F
3B4	3/22/2000	7:17:30 PM		7	1	F
3B4	3/22/2000	7:18:00 PM		7	1	F
3B4	3/22/2000	7:18:30 PM		7	1	F
3B4	3/22/2000	7:19:00 PM		7	1	F
3B4	3/22/2000	7:19:30 PM		7	1	F
3B4	3/22/2000	7:20:00 PM		7	1	F
3B4	3/22/2000	7:20:30 PM		7	1	F
3B4	3/22/2000	7:21:00 PM		7	1	F
3B4	3/22/2000	7:21:30 PM		7	1	F
3B4	3/22/2000	7:22:00 PM		7	1	F
3B4	3/22/2000	7:22:30 PM		7	1	F
3B4	3/22/2000	7:23:00 PM		7	1	F
3B4	3/22/2000	7:23:30 PM		7	1	F
3B4	3/22/2000	7:24:00 PM		7	1	F
3B4	3/22/2000	7:24:30 PM		7	1	F
3B4	3/22/2000	7:25:00 PM		7	1	F
3B4	3/22/2000	7:25:30 PM		7	1	F
3B4	3/22/2000	7:26:00 PM		7	1	F
3B4	3/22/2000	7:26:30 PM		7	1	F
3B4	3/22/2000	7:27:00 PM		7	1	F
3B4	3/22/2000	7:27:30 PM		7	1	F
3B4	3/22/2000	7:28:00 PM		7	1	F
3B4	3/22/2000	7:28:30 PM		7	1	F
3B4	3/22/2000	7:29:00 PM		7	1	F
3B4	3/22/2000	7:29:30 PM		7	1	F
3B4	3/22/2000	7:30:00 PM		7	1	F
3B4	3/22/2000	7:30:30 PM		7	1	F
3B4	3/22/2000	7:31:00 PM		7	1	F
3B4	3/22/2000	7:31:30 PM		7	1	F
3B4	3/22/2000	7:32:00 PM		7	1	F
3B4	3/22/2000	7:32:30 PM		7	1	F
3B4	3/22/2000	7:33:00 PM		7	1	F
3B4	3/22/2000	7:33:30 PM		7	1	F
3B4	3/22/2000	7:34:00 PM		7	1	F
3B4	3/22/2000	7:34:30 PM		7	1	F
3B4	3/22/2000	7:35:00 PM		7	1	F
3B4	3/22/2000	7:35:30 PM		7	1	F
3B4	3/22/2000	7:36:00 PM		7	1	F
3B4	3/22/2000	7:36:30 PM		7	1	F
3B4	3/22/2000	7:37:00 PM		7	1	F
3B4	3/22/2000	7:37:30 PM		7	1	F
3B4	3/22/2000	7:38:00 PM		7	1	F
3B4	3/22/2000	7:38:30 PM		7	1	F
3B4	3/22/2000	7:39:00 PM		7	1	F
3B4	3/22/2000	7:39:30 PM		7	1	F
3B4	3/22/2000	7:40:00 PM		7	1	F
3B4	3/22/2000	7:40:30 PM		7	1	F
3B4	3/22/2000	7:41:00 PM		7	1	F
3B4	3/22/2000	7:41:30 PM		7	1	F
3B4	3/22/2000	7:42:00 PM		7	1	F
3B4	3/22/2000	7:42:30 PM		7	1	F
3B4	3/22/2000	7:43:00 PM		7	1	F
3B4	3/22/2000	7:43:30 PM		7	1	F
3B4	3/22/2000	7:44:00 PM		7	1	F
3B4	3/22/2000	7:44:30 PM		7	1	F
3B4	3/22/2000	7:45:00 PM		7	1	F
3B4	3/22/2000	7:45:30 PM		7	1	F
3B4	3/22/2000	7:46:00 PM		7	1	F
3B4	3/22/2000	7:46:30 PM		7	1	F
3B4	3/22/2000	7:47:00 PM		7	1	F
3B4	3/22/2000	7:47:30 PM		7	1	F
3B4	3/22/2000	7:48:00 PM		7	1	F
3B4	3/22/2000	7:48:30 PM		7	1	F
3B4	3/22/2000	7:49:00 PM		7	1	F
3B4	3/22/2000	7:49:30 PM		7	1	F
3B4	3/22/2000	7:50:00 PM		7	1	F
3B4	3/22/2000	7:50:30 PM		7	1	F
3B4	3/22/2000	7:51:00 PM		7	1	F
3B4	3/22/2000	7:51:30 PM		7	1	F
3B4	3/22/2000	7:52:00 PM		7	1	F
3B4	3/22/2000	7:52:30 PM		7	1	F
3B4	3/22/2000	7:53:00 PM		7	1	F
3B4	3/22/2000	7:53:30 PM		7	1	F
3B4	3/22/2000	7:54:00 PM		7	1	F
3B4	3/22/2000	7:54:30 PM		7	1	F
3B4	3/22/2000	7:55:00 PM		7	1	F
3B4	3/22/2000	7:55:30 PM		7	1	F
3B4	3/22/2000	7:56:00 PM		7	1	F
3B4	3/22/2000	7:56:30 PM		7	1	F
3B4	3/22/2000	7:57:00 PM		7	1	F
3B4	3/22/2000	7:57:30 PM		7	1	F
3B4	3/22/2000	7:58:00 PM		7	1	F
3B4	3/22/2000	7:58:30 PM		7	1	F
3B4	3/22/2000	7:59:00 PM		7	1	F
3B4	3/22/2000	7:59:30 PM		7	1	F
3B4	3/22/2000	8:00:00 PM		7	1	F
3B5	3/22/2000	2:00:30 PM		7	1	E
3B5	3/22/2000	2:01:00 PM		7	1	E
3B5	3/22/2000	2:01:30 PM		0	0	F
3B5	3/22/2000	2:02:00 PM		0	0	F
3B5	3/22/2000	2:02:30 PM		7	0	S
3B5	3/22/2000	2:03:00 PM		7	0	F
3B5	3/22/2000	2:03:30 PM		7	0	F
3B5	3/22/2000	2:04:00 PM		7	1	F
3B5	3/22/2000	2:04:30 PM		7	0	F
3B5	3/22/2000	2:05:00 PM		7	1	F
3B5	3/22/2000	2:05:30 PM		7	1	F
3B5	3/22/2000	2:06:00 PM		7	1	F
3B5	3/22/2000	2:06:30 PM		7	1	F
3B5	3/22/2000	2:07:00 PM		7	1	F
3B5	3/22/2000	2:07:30 PM		7	1	F
3B5	3/22/2000	2:08:00 PM		7	1	F
3B5	3/22/2000	2:08:30 PM		7	1	F
3B5	3/22/2000	2:09:00 PM		7	1	F
3B5	3/22/2000	2:09:30 PM		7	1	F
3B5	3/22/2000	2:10:00 PM		7	1	F
3B5	3/22/2000	2:10:30 PM		7	1	F
3B5	3/22/2000	2:11:00 PM		7	1	F
3B5	3/22/2000	2:11:30 PM		7	2	F
3B5	3/22/2000	2:12:00 PM		7	1	F
3B5	3/22/2000	2:12:30 PM		7	1	F
3B5	3/22/2000	2:13:00 PM		7	1	F
3B5	3/22/2000	2:13:30 PM		7	1	F
3B5	3/22/2000	2:14:00 PM		7	1	F
3B5	3/22/2000	2:14:30 PM		7	1	F
3B5	3/22/2000	2:15:00 PM		7	2	F
3B5	3/22/2000	2:15:30 PM		7	1	F
3B5	3/22/2000	2:16:00 PM		7	1	F
3B5	3/22/2000	2:16:30 PM		7	1	F
3B5	3/22/2000	2:17:00 PM		7	1	F
3B5	3/22/2000	2:17:30 PM		7	1	F
3B5	3/22/2000	2:18:00 PM		7	1	F
3B5	3/22/2000	2:18:30 PM		7	1	F
3B5	3/22/2000	2:19:00 PM		7	2	F
3B5	3/22/2000	2:19:30 PM		7	1	F
3B5	3/22/2000	2:20:00 PM		7	1	F
3B5	3/22/2000	2:20:30 PM		7	1	F
3B5	3/22/2000	2:21:00 PM		7	1	F
3B5	3/22/2000	2:21:30 PM		7	1	F
3B5	3/22/2000	2:22:00 PM		7	1	F
3B5	3/22/2000	2:22:30 PM		7	2	F
3B5	3/22/2000	2:23:00 PM		7	1	F
3B5	3/22/2000	2:23:30 PM		7	1	F
3B5	3/22/2000	2:24:00 PM		7	1	F
3B5	3/22/2000	2:24:30 PM		7	1	F
3B5	3/22/2000	2:25:00 PM		7	1	F
3B5	3/22/2000	2:25:30 PM		7	1	F
3B5	3/22/2000	2:26:00 PM		7	2	F
3B5	3/22/2000	2:26:30 PM		7	2	F
3B5	3/22/2000	2:27:00 PM		7	1	F
3B5	3/22/2000	2:27:30 PM		7	1	F
3B5	3/22/2000	2:28:00 PM		7	3	F
3B5	3/22/2000	2:28:30 PM		7	2	F
3B5	3/22/2000	2:29:00 PM		7	2	F
3B5	3/22/2000	2:29:30 PM		7	1	F
3B5	3/22/2000	2:30:00 PM		7	1	F
3B5	3/22/2000	2:30:30 PM		7	1	F
3B5	3/22/2000	2:31:00 PM		7	2	F
3B5	3/22/2000	2:31:30 PM		7	1	F
3B5	3/22/2000	2:32:00 PM		7	1	F
3B5	3/22/2000	2:32:30 PM		7	1	F
3B5	3/22/2000	2:33:00 PM		7	1	F
3B5	3/22/2000	2:33:30 PM		7	1	F
3B5	3/22/2000	2:34:00 PM		7	1	F
3B5	3/22/2000	2:34:30 PM		7	3	F
3B5	3/22/2000	2:35:00 PM		7	3	F
3B5	3/22/2000	2:35:30 PM		7	2	F
3B5	3/22/2000	2:36:00 PM		7	1	F
3B5	3/22/2000	2:36:30 PM		7	1	F
3B5	3/22/2000	2:37:00 PM		7	1	F
3B5	3/22/2000	2:37:30 PM		7	2	F
3B5	3/22/2000	2:38:00 PM		7	2	F
3B5	3/22/2000	2:38:30 PM		7	4	F
3B5	3/22/2000	2:39:00 PM		7	3	F
3B5	3/22/2000	2:39:30 PM		7	2	F
3B5	3/22/2000	2:40:00 PM		7	3	F
3B5	3/22/2000	2:40:30 PM		7	2	F
3B5	3/22/2000	2:41:00 PM		7	1	F
3B5	3/22/2000	2:41:30 PM		7	1	F
3B5	3/22/2000	2:42:00 PM		7	2	F
3B5	3/22/2000	2:42:30 PM		7	3	F
3B5	3/22/2000	2:43:00 PM		7	1	F
3B5	3/22/2000	2:43:30 PM		7	2	F
3B5	3/22/2000	2:44:00 PM		7	3	F
3B5	3/22/2000	2:44:30 PM		7	1	F
3B5	3/22/2000	2:45:00 PM		7	1	F
3B5	3/22/2000	2:45:30 PM		7	1	F
3B5	3/22/2000	2:46:00 PM		7	1	F
3B5	3/22/2000	2:46:30 PM		7	2	F
3B5	3/22/2000	2:47:00 PM		7	2	F
3B5	3/22/2000	2:47:30 PM		7	1	F
3B5	3/22/2000	2:48:00 PM		7	3	F
3B5	3/22/2000	2:48:30 PM		7	2	F
3B5	3/22/2000	2:49:00 PM		7	1	F
3B5	3/22/2000	2:49:30 PM		7	3	F
3B5	3/22/2000	2:50:00 PM		7	4	F
3B5	3/22/2000	2:50:30 PM		7	3	F
3B5	3/22/2000	2:51:00 PM		7	5	F
3B5	3/22/2000	2:51:30 PM		7	4	F
3B5	3/22/2000	2:52:00 PM		7	2	F
3B5	3/22/2000	2:52:30 PM		7	2	F
3B5	3/22/2000	2:53:00 PM		7	1	F
3B5	3/22/2000	2:53:30 PM		7	1	F
3B5	3/22/2000	2:54:00 PM		7	2	F
3B5	3/22/2000	2:54:30 PM		7	1	F
3B5	3/22/2000	2:55:00 PM		7	1	F
3B5	3/22/2000	2:55:30 PM		7	1	F
3B5	3/22/2000	2:56:00 PM		7	1	F
3B5	3/22/2000	2:56:30 PM		7	1	F
3B5	3/22/2000	2:57:00 PM		7	1	F
3B5	3/22/2000	2:57:30 PM		7	1	F
3B5	3/22/2000	2:58:00 PM		7	1	F
3B5	3/22/2000	2:58:30 PM		7	1	F
3B5	3/22/2000	2:59:00 PM		7	1	F
3B5	3/22/2000	2:59:30 PM		7	1	F
3B5	3/22/2000	3:00:00 PM		7	1	F
3B5	3/22/2000	3:00:30 PM		7	1	F
3B5	3/22/2000	3:01:00 PM		7	1	F
3B5	3/22/2000	3:01:30 PM		7	2	F
3B5	3/22/2000	3:02:00 PM		7	1	F
3B5	3/22/2000	3:02:30 PM		7	1	F
3B5	3/22/2000	3:03:00 PM		7	1	F
3B5	3/22/2000	3:03:30 PM		7	4	F
3B5	3/22/2000	3:04:00 PM		7	2	F
3B5	3/22/2000	3:04:30 PM		7	1	F
3B5	3/22/2000	3:05:00 PM		7	5	F
3B5	3/22/2000	3:05:30 PM		7	4	F
3B5	3/22/2000	3:06:00 PM		7	2	F
3B5	3/22/2000	3:06:30 PM		7	3	F
3B5	3/22/2000	3:07:00 PM		7	4	F
3B5	3/22/2000	3:07:30 PM		7	3	F
3B5	3/22/2000	3:08:00 PM		7	2	F
3B5	3/22/2000	3:08:30 PM		7	4	F
3B5	3/22/2000	3:09:00 PM		7	4	F
3B5	3/22/2000	3:09:30 PM		7	4	C
3B5	3/22/2000	3:10:00 PM	13.2	4	4	Z
3B5	3/22/2000	3:10:30 PM	17.5	5	5	Z
3B5	3/22/2000	3:11:00 PM	17.5	5	5	Z
3B5	3/22/2000	3:11:30 PM	13.2	4	4	Z
3B5	3/22/2000	3:12:00 PM	13.2	4	4	Z
3B5	3/22/2000	3:12:30 PM	10.4	3	3	Z
3B5	3/22/2000	3:13:00 PM	10.4	3	3	Z
3B5	3/22/2000	3:13:30 PM	13.2	4	4	Z
3B5	3/22/2000	3:14:00 PM	18	6	6	Z
3B5	3/22/2000	3:14:30 PM	18	6	6	Z
3B5	3/22/2000	3:15:00 PM	17.5	5	5	Z
3B5	3/22/2000	3:15:30 PM	13.2	4	4	C
3B5	3/22/2000	3:16:00 PM	13.2	4	4	C
3B5	3/22/2000	3:16:30 PM	13.2	4	4	C
3B5	3/22/2000	3:17:00 PM	13.2	4	4	Z
3B5	3/22/2000	3:17:30 PM	13.2	4	4	C
3B5	3/22/2000	3:18:00 PM	13.2	4	4	C
3B5	3/22/2000	3:18:30 PM	13.2	4	4	C
3B5	3/22/2000	3:19:00 PM	17.5	5	5	Z
3B5	3/22/2000	3:19:30 PM	18	6	6	Z
3B5	3/22/2000	3:20:00 PM	18	6	6	Z
3B5	3/22/2000	3:20:30 PM	13.2	4	4	Z
3B5	3/22/2000	3:21:00 PM	13.2	4	4	Z
3B5	3/22/2000	3:21:30 PM	18	6	6	Z
3B5	3/22/2000	3:22:00 PM	13.2	4	4	Z
3B5	3/22/2000	3:22:30 PM	13.2	4	4	Z
3B5	3/22/2000	3:23:00 PM	13.2	4	4	C
3B5	3/22/2000	3:23:30 PM	10.4	3	3	C
3B5	3/22/2000	3:24:00 PM	10.4	3	3	Z
3B5	3/22/2000	3:24:30 PM	17.5	5	5	Z
3B5	3/22/2000	3:25:00 PM	8.5	2	2	Z
3B5	3/22/2000	3:25:30 PM	13.2	4	4	C
3B5	3/22/2000	3:26:00 PM	13.2	4	4	C
3B5	3/22/2000	3:26:30 PM	17.5	5	5	C
3B5	3/22/2000	3:27:00 PM	17.5	5	5	C
3B5	3/22/2000	3:27:30 PM	17.5	5	5	Z
3B5	3/22/2000	3:28:00 PM	17.5	5	5	C
3B5	3/22/2000	3:28:30 PM	17.5	5	5	C
3B5	3/22/2000	3:29:00 PM	13.2	4	4	C
3B5	3/22/2000	3:29:30 PM	10.4	3	3	Z
3B5	3/22/2000	3:30:00 PM	13.2	4	4	Z
3B5	3/22/2000	3:30:30 PM	13.2	4	4	C
3B5	3/22/2000	3:31:00 PM	13.2	4	4	C
3B5	3/22/2000	3:31:30 PM	13.2	4	4	C
3B5	3/22/2000	3:32:00 PM	13.2	4	4	Z
3B5	3/22/2000	3:32:30 PM	17.5	5	5	Z
3B5	3/22/2000	3:33:00 PM	17.5	5	5	Z
3B5	3/22/2000	3:33:30 PM	13.2	4	4	Z
3B5	3/22/2000	3:34:00 PM	10.4	3	3	Z
3B5	3/22/2000	3:34:30 PM	17.5	5	5	Z
3B5	3/22/2000	3:35:00 PM	13.2	4	4	Z
3B5	3/22/2000	3:35:30 PM	13.2	4	4	C
3B5	3/22/2000	3:36:00 PM	17.5	5	5	C
3B5	3/22/2000	3:36:30 PM	17.5	5	5	C
3B5	3/22/2000	3:37:00 PM	13.2	4	4	Z
3B5	3/22/2000	3:37:30 PM	17.5	5	5	Z
3B5	3/22/2000	3:38:00 PM	13.2	4	4	Z
3B5	3/22/2000	3:38:30 PM	13.2	4	4	Z
3B5	3/22/2000	3:39:00 PM	13.2	4	4	Z
3B5	3/22/2000	3:39:30 PM	13.2	4	4	C
3B5	3/22/2000	3:40:00 PM	13.2	4	4	C
3B5	3/22/2000	3:40:30 PM	17.5	5	5	Z
3B5	3/22/2000	3:41:00 PM	18	6	6	Z
3B5	3/22/2000	3:41:30 PM	18	6	6	Z
3B5	3/22/2000	3:42:00 PM	18	6	6	Z
3B5	3/22/2000	3:42:30 PM	18	6	6	Z
3B5	3/22/2000	3:43:00 PM	17.5	5	5	Z
3B5	3/22/2000	3:43:30 PM	13.2	4	4	Z
3B5	3/22/2000	3:44:00 PM	13.2	4	4	C
3B5	3/22/2000	3:44:30 PM	17.5	5	5	Z
3B5	3/22/2000	3:45:00 PM	18	6	6	Z
3B5	3/22/2000	3:45:30 PM	18	6	6	Z
3B5	3/22/2000	3:46:00 PM	13.2	4	4	Z
3B5	3/22/2000	3:46:30 PM	13.2	4	4	C
3B5	3/22/2000	3:47:00 PM	17.5	5	5	Z
3B5	3/22/2000	3:47:30 PM	18	6	6	Z
3B5	3/22/2000	3:48:00 PM	17.5	5	5	Z
3B5	3/22/2000	3:48:30 PM	18	6	6	Z
3B5	3/22/2000	3:49:00 PM	18	6	6	Z
3B5	3/22/2000	3:49:30 PM	18	6	6	Z
3B5	3/22/2000	3:50:00 PM	18	6	6	Z
3B5	3/22/2000	3:50:30 PM	18	6	6	Z
3B5	3/22/2000	3:51:00 PM	17.5	5	5	Z
3B5	3/22/2000	3:51:30 PM	17.5	5	5	Z
3B5	3/22/2000	3:52:00 PM	17.5	5	5	Z
3B5	3/22/2000	3:52:30 PM	17.5	5	5	Z
3B5	3/22/2000	3:53:00 PM	18	6	6	Z
3B5	3/22/2000	3:53:30 PM	17.5	5	5	Z
3B5	3/22/2000	3:54:00 PM	13.2	4	4	C
